pidgey, https://img.pokemondb.net/artwork/pidgey.jpg,16," <a class=""type-icon type-normal"" href=""/type/normal"">Normal</a> <a class=""type-icon type-flying"" href=""/type/flying"">Flying</a> ", Tiny Bird Pokémon, 0.3 m (1′00″), 1.8 kg (4.0 lbs)," <span class=""text-muted"">1. <a href=""/ability/keen-eye"" title=""Prevents other Pokémon from lowering accuracy."">Keen Eye</a></span><br/><span class=""text-muted"">2. <a href=""/ability/tangled-feet"" title=""Raises evasion if the Pokémon is confused."">Tangled Feet</a></span><br/><small class=""text-muted""><a href=""/ability/big-pecks"" title=""Protects the Pokémon from Defense-lowering attacks."">Big Pecks</a> (hidden ability)</small><br/>",,,8
pidgeotto, https://img.pokemondb.net/artwork/pidgeotto.jpg,17," <a class=""type-icon type-normal"" href=""/type/normal"">Normal</a> <a class=""type-icon type-flying"" href=""/type/flying"">Flying</a> ", Bird Pokémon, 1.1 m (3′07″), 30.0 kg (66.1 lbs)," <span class=""text-muted"">1. <a href=""/ability/keen-eye"" title=""Prevents other Pokémon from lowering accuracy."">Keen Eye</a></span><br/><span class=""text-muted"">2. <a href=""/ability/tangled-feet"" title=""Raises evasion if the Pokémon is confused."">Tangled Feet</a></span><br/><small class=""text-muted""><a href=""/ability/big-pecks"" title=""Protects the Pokémon from Defense-lowering attacks."">Big Pecks</a> (hidden ability)</small><br/>",,,6
pidgeot, https://img.pokemondb.net/artwork/pidgeot.jpg,18," <a class=""type-icon type-normal"" href=""/type/normal"">Normal</a> <a class=""type-icon type-flying"" href=""/type/flying"">Flying</a> ", Bird Pokémon, 1.5 m (4′11″), 39.5 kg (87.1 lbs)," <span class=""text-muted"">1. <a href=""/ability/keen-eye"" title=""Prevents other Pokémon from lowering accuracy."">Keen Eye</a></span><br/><span class=""text-muted"">2. <a href=""/ability/tangled-feet"" title=""Raises evasion if the Pokémon is confused."">Tangled Feet</a></span><br/><small class=""text-muted""><a href=""/ability/big-pecks"" title=""Protects the Pokémon from Defense-lowering attacks."">Big Pecks</a> (hidden ability)</small><br/>",,,6
rattata, https://img.pokemondb.net/artwork/rattata.jpg,19," <a class=""type-icon type-normal"" href=""/type/normal"">Normal</a> ", Mouse Pokémon, 0.3 m (1′00″), 3.5 kg (7.7 lbs)," <span class=""text-muted"">1. <a href=""/ability/run-away"" title=""Enables a sure getaway from wild Pokémon."">Run Away</a></span><br/><span class=""text-muted"">2. <a href=""/ability/guts"" title=""Boosts Attack if there is a status problem."">Guts</a></span><br/><small class=""text-muted""><a href=""/ability/hustle"" title=""Boosts the Attack stat"," but lowers accuracy."">Hustle</a> (hidden ability)</small><br/>",,7
raticate, https://img.pokemondb.net/artwork/raticate.jpg,20," <a class=""type-icon type-normal"" href=""/type/normal"">Normal</a> ", Mouse Pokémon, 0.7 m (2′04″), 18.5 kg (40.8 lbs)," <span class=""text-muted"">1. <a href=""/ability/run-away"" title=""Enables a sure getaway from wild Pokémon."">Run Away</a></span><br/><span class=""text-muted"">2. <a href=""/ability/guts"" title=""Boosts Attack if there is a status problem."">Guts</a></span><br/><small class=""text-muted""><a href=""/ability/hustle"" title=""Boosts the Attack stat"," but lowers accuracy."">Hustle</a> (hidden ability)</small><br/>",,3
spearow, https://img.pokemondb.net/artwork/spearow.jpg,21," <a class=""type-icon type-normal"" href=""/type/normal"">Normal</a> <a class=""type-icon type-flying"" href=""/type/flying"">Flying</a> ", Tiny Bird Pokémon, 0.3 m (1′00″), 2.0 kg (4.4 lbs)," <span class=""text-muted"">1. <a href=""/ability/keen-eye"" title=""Prevents other Pokémon from lowering accuracy."">Keen Eye</a></span><br/><small class=""text-muted""><a href=""/ability/sniper"" title=""Powers up moves if they become critical hits."">Sniper</a> (hidden ability)</small><br/>",,,5
fearow, https://img.pokemondb.net/artwork/fearow.jpg,22," <a class=""type-icon type-normal"" href=""/type/normal"">Normal</a> <a class=""type-icon type-flying"" href=""/type/flying"">Flying</a> ", Beak Pokémon, 1.2 m (3′11″), 38.0 kg (83.8 lbs)," <span class=""text-muted"">1. <a href=""/ability/keen-eye"" title=""Prevents other Pokémon from lowering accuracy."">Keen Eye</a></span><br/><small class=""text-muted""><a href=""/ability/sniper"" title=""Powers up moves if they become critical hits."">Sniper</a> (hidden ability)</small><br/>",,,1
ekans, https://img.pokemondb.net/artwork/ekans.jpg,23," <a class=""type-icon type-poison"" href=""/type/poison"">Poison</a> ", Snake Pokémon, 2.0 m (6′07″), 6.9 kg (15.2 lbs)," <span class=""text-muted"">1. <a href=""/ability/intimidate"" title=""Lowers the foe's Attack stat."">Intimidate</a></span><br/><span class=""text-muted"">2. <a href=""/ability/shed-skin"" title=""The Pokémon may heal its own status problems."">Shed Skin</a></span><br/><small class=""text-muted""><a href=""/ability/unnerve"" title=""Makes the foe nervous and unable to eat Berries."">Unnerve</a> (hidden ability)</small><br/>",,,6
arbok, https://img.pokemondb.net/artwork/arbok.jpg,24," <a class=""type-icon type-poison"" href=""/type/poison"">Poison</a> ", Cobra Pokémon, 3.5 m (11′06″), 65.0 kg (143.3 lbs)," <span class=""text-muted"">1. <a href=""/ability/intimidate"" title=""Lowers the foe's Attack stat."">Intimidate</a></span><br/><span class=""text-muted"">2. <a href=""/ability/shed-skin"" title=""The Pokémon may heal its own status problems."">Shed Skin</a></span><br/><small class=""text-muted""><a href=""/ability/unnerve"" title=""Makes the foe nervous and unable to eat Berries."">Unnerve</a> (hidden ability)</small><br/>",,,5
pikachu, https://img.pokemondb.net/artwork/pikachu.jpg,25," <a class=""type-icon type-electric"" href=""/type/electric"">Electric</a> ", Mouse Pokémon, 0.4 m (1′04″), 6.0 kg (13.2 lbs)," <span class=""text-muted"">1. <a href=""/ability/static"" title=""Contact with the Pokémon may cause paralysis."">Static</a></span><br/><small class=""text-muted""><a href=""/ability/lightning-rod"" title=""Draws in all Electric-type moves to up Sp. Attack."">Lightning Rod</a> (hidden ability)</small><br/>",,,9
raichu, https://img.pokemondb.net/artwork/raichu.jpg,26," <a class=""type-icon type-electric"" href=""/type/electric"">Electric</a> ", Mouse Pokémon, 0.8 m (2′07″), 30.0 kg (66.1 lbs)," <span class=""text-muted"">1. <a href=""/ability/static"" title=""Contact with the Pokémon may cause paralysis."">Static</a></span><br/><small class=""text-muted""><a href=""/ability/lightning-rod"" title=""Draws in all Electric-type moves to up Sp. Attack."">Lightning Rod</a> (hidden ability)</small><br/>",,,7
sandshrew, https://img.pokemondb.net/artwork/sandshrew.jpg,27," <a class=""type-icon type-ground"" href=""/type/ground"">Ground</a> ", Mouse Pokémon, 0.6 m (2′00″), 12.0 kg (26.5 lbs)," <span class=""text-muted"">1. <a href=""/ability/sand-veil"" title=""Boosts the Pokémon's evasion in a sandstorm."">Sand Veil</a></span><br/><small class=""text-muted""><a href=""/ability/sand-rush"" title=""Boosts the Pokémon's Speed in a sandstorm."">Sand Rush</a> (hidden ability)</small><br/>",,,8
sandslash, https://img.pokemondb.net/artwork/sandslash.jpg,28," <a class=""type-icon type-ground"" href=""/type/ground"">Ground</a> ", Mouse Pokémon, 1.0 m (3′03″), 29.5 kg (65.0 lbs)," <span class=""text-muted"">1. <a href=""/ability/sand-veil"" title=""Boosts the Pokémon's evasion in a sandstorm."">Sand Veil</a></span><br/><small class=""text-muted""><a href=""/ability/sand-rush"" title=""Boosts the Pokémon's Speed in a sandstorm."">Sand Rush</a> (hidden ability)</small><br/>",,,7
nidoran-f, https://img.pokemondb.net/artwork/nidoran-f.jpg,29," <a class=""type-icon type-poison"" href=""/type/poison"">Poison</a> ", Poison Pin Pokémon, 0.4 m (1′04″), 7.0 kg (15.4 lbs)," <span class=""text-muted"">1. <a href=""/ability/poison-point"" title=""Contact with the Pokémon may poison the attacker."">Poison Point</a></span><br/><span class=""text-muted"">2. <a href=""/ability/rivalry"" title=""Deals more damage to a Pokémon of same gender."">Rivalry</a></span><br/><small class=""text-muted""><a href=""/ability/hustle"" title=""Boosts the Attack stat"," but lowers accuracy."">Hustle</a> (hidden ability)</small><br/>",,8
nidorina, https://img.pokemondb.net/artwork/nidorina.jpg,30," <a class=""type-icon type-poison"" href=""/type/poison"">Poison</a> ", Poison Pin Pokémon, 0.8 m (2′07″), 20.0 kg (44.1 lbs)," <span class=""text-muted"">1. <a href=""/ability/poison-point"" title=""Contact with the Pokémon may poison the attacker."">Poison Point</a></span><br/><span class=""text-muted"">2. <a href=""/ability/rivalry"" title=""Deals more damage to a Pokémon of same gender."">Rivalry</a></span><br/><small class=""text-muted""><a href=""/ability/hustle"" title=""Boosts the Attack stat"," but lowers accuracy."">Hustle</a> (hidden ability)</small><br/>",,8
nidoqueen, https://img.pokemondb.net/artwork/nidoqueen.jpg,31," <a class=""type-icon type-poison"" href=""/type/poison"">Poison</a> <a class=""type-icon type-ground"" href=""/type/ground"">Ground</a> ", Drill Pokémon, 1.3 m (4′03″), 60.0 kg (132.3 lbs)," <span class=""text-muted"">1. <a href=""/ability/poison-point"" title=""Contact with the Pokémon may poison the attacker."">Poison Point</a></span><br/><span class=""text-muted"">2. <a href=""/ability/rivalry"" title=""Deals more damage to a Pokémon of same gender."">Rivalry</a></span><br/><small class=""text-muted""><a href=""/ability/sheer-force"" title=""Removes added effects to increase move damage."">Sheer Force</a> (hidden ability)</small><br/>",,,6
nidoran-m, https://img.pokemondb.net/artwork/nidoran-m.jpg,32," <a class=""type-icon type-poison"" href=""/type/poison"">Poison</a> ", Poison Pin Pokémon, 0.5 m (1′08″), 9.0 kg (19.8 lbs)," <span class=""text-muted"">1. <a href=""/ability/poison-point"" title=""Contact with the Pokémon may poison the attacker."">Poison Point</a></span><br/><span class=""text-muted"">2. <a href=""/ability/rivalry"" title=""Deals more damage to a Pokémon of same gender."">Rivalry</a></span><br/><small class=""text-muted""><a href=""/ability/hustle"" title=""Boosts the Attack stat"," but lowers accuracy."">Hustle</a> (hidden ability)</small><br/>",,8
nidorino, https://img.pokemondb.net/artwork/nidorino.jpg,33," <a class=""type-icon type-poison"" href=""/type/poison"">Poison</a> ", Poison Pin Pokémon, 0.9 m (2′11″), 19.5 kg (43.0 lbs)," <span class=""text-muted"">1. <a href=""/ability/poison-point"" title=""Contact with the Pokémon may poison the attacker."">Poison Point</a></span><br/><span class=""text-muted"">2. <a href=""/ability/rivalry"" title=""Deals more damage to a Pokémon of same gender."">Rivalry</a></span><br/><small class=""text-muted""><a href=""/ability/hustle"" title=""Boosts the Attack stat"," but lowers accuracy."">Hustle</a> (hidden ability)</small><br/>",,6
nidoking, https://img.pokemondb.net/artwork/nidoking.jpg,34," <a class=""type-icon type-poison"" href=""/type/poison"">Poison</a> <a class=""type-icon type-ground"" href=""/type/ground"">Ground</a> ", Drill Pokémon, 1.4 m (4′07″), 62.0 kg (136.7 lbs)," <span class=""text-muted"">1. <a href=""/ability/poison-point"" title=""Contact with the Pokémon may poison the attacker."">Poison Point</a></span><br/><span class=""text-muted"">2. <a href=""/ability/rivalry"" title=""Deals more damage to a Pokémon of same gender."">Rivalry</a></span><br/><small class=""text-muted""><a href=""/ability/sheer-force"" title=""Removes added effects to increase move damage."">Sheer Force</a> (hidden ability)</small><br/>",,,4
clefairy, https://img.pokemondb.net/artwork/clefairy.jpg,35," <a class=""type-icon type-fairy"" href=""/type/fairy"">Fairy</a> ", Fairy Pokémon, 0.6 m (2′00″), 7.5 kg (16.5 lbs)," <span class=""text-muted"">1. <a href=""/ability/cute-charm"" title=""Contact with the Pokémon may cause infatuation."">Cute Charm</a></span><br/><span class=""text-muted"">2. <a href=""/ability/magic-guard"" title=""Protects the Pokémon from indirect damage."">Magic Guard</a></span><br/><small class=""text-muted""><a href=""/ability/friend-guard"" title=""Reduces damage done to allies."">Friend Guard</a> (hidden ability)</small><br/>",,,5
clefable, https://img.pokemondb.net/artwork/clefable.jpg,36," <a class=""type-icon type-fairy"" href=""/type/fairy"">Fairy</a> ", Fairy Pokémon, 1.3 m (4′03″), 40.0 kg (88.2 lbs)," <span class=""text-muted"">1. <a href=""/ability/cute-charm"" title=""Contact with the Pokémon may cause infatuation."">Cute Charm</a></span><br/><span class=""text-muted"">2. <a href=""/ability/magic-guard"" title=""Protects the Pokémon from indirect damage."">Magic Guard</a></span><br/><small class=""text-muted""><a href=""/ability/unaware"" title=""Ignores any stat changes in the Pokémon."">Unaware</a> (hidden ability)</small><br/>",,,5
vulpix, https://img.pokemondb.net/artwork/vulpix.jpg,37," <a class=""type-icon type-fire"" href=""/type/fire"">Fire</a> ", Fox Pokémon, 0.6 m (2′00″), 9.9 kg (21.8 lbs)," <span class=""text-muted"">1. <a href=""/ability/flash-fire"" title=""It powers up Fire-type moves if it's hit by one."">Flash Fire</a></span><br/><small class=""text-muted""><a href=""/ability/drought"" title=""Turns the sunlight harsh when the Pokémon enters a battle."">Drought</a> (hidden ability)</small><br/>",,,10
ninetales, https://img.pokemondb.net/artwork/ninetales.jpg,38," <a class=""type-icon type-fire"" href=""/type/fire"">Fire</a> ", Fox Pokémon, 1.1 m (3′07″), 19.9 kg (43.9 lbs)," <span class=""text-muted"">1. <a href=""/ability/flash-fire"" title=""It powers up Fire-type moves if it's hit by one."">Flash Fire</a></span><br/><small class=""text-muted""><a href=""/ability/drought"" title=""Turns the sunlight harsh when the Pokémon enters a battle."">Drought</a> (hidden ability)</small><br/>",,,9
jigglypuff, https://img.pokemondb.net/artwork/jigglypuff.jpg,39," <a class=""type-icon type-normal"" href=""/type/normal"">Normal</a> <a class=""type-icon type-fairy"" href=""/type/fairy"">Fairy</a> ", Balloon Pokémon, 0.5 m (1′08″), 5.5 kg (12.1 lbs)," <span class=""text-muted"">1. <a href=""/ability/cute-charm"" title=""Contact with the Pokémon may cause infatuation."">Cute Charm</a></span><br/><span class=""text-muted"">2. <a href=""/ability/competitive"" title=""Raises Special Attack when the Pokémon's stats are lowered."">Competitive</a></span><br/><small class=""text-muted""><a href=""/ability/friend-guard"" title=""Reduces damage done to allies."">Friend Guard</a> (hidden ability)</small><br/>",,,6
wigglytuff, https://img.pokemondb.net/artwork/wigglytuff.jpg,40," <a class=""type-icon type-normal"" href=""/type/normal"">Normal</a> <a class=""type-icon type-fairy"" href=""/type/fairy"">Fairy</a> ", Balloon Pokémon, 1.0 m (3′03″), 12.0 kg (26.5 lbs)," <span class=""text-muted"">1. <a href=""/ability/cute-charm"" title=""Contact with the Pokémon may cause infatuation."">Cute Charm</a></span><br/><span class=""text-muted"">2. <a href=""/ability/competitive"" title=""Raises Special Attack when the Pokémon's stats are lowered."">Competitive</a></span><br/><small class=""text-muted""><a href=""/ability/frisk"" title=""The Pokémon can check a foe's held item."">Frisk</a> (hidden ability)</small><br/>",,,8
zubat, https://img.pokemondb.net/artwork/zubat.jpg,41," <a class=""type-icon type-poison"" href=""/type/poison"">Poison</a> <a class=""type-icon type-flying"" href=""/type/flying"">Flying</a> ", Bat Pokémon, 0.8 m (2′07″), 7.5 kg (16.5 lbs)," <span class=""text-muted"">1. <a href=""/ability/inner-focus"" title=""The Pokémon is protected from flinching."">Inner Focus</a></span><br/><small class=""text-muted""><a href=""/ability/infiltrator"" title=""Passes through the foe's barrier and strikes."">Infiltrator</a> (hidden ability)</small><br/>",,,2
golbat, https://img.pokemondb.net/artwork/golbat.jpg,42," <a class=""type-icon type-poison"" href=""/type/poison"">Poison</a> <a class=""type-icon type-flying"" href=""/type/flying"">Flying</a> ", Bat Pokémon, 1.6 m (5′03″), 55.0 kg (121.3 lbs)," <span class=""text-muted"">1. <a href=""/ability/inner-focus"" title=""The Pokémon is protected from flinching."">Inner Focus</a></span><br/><small class=""text-muted""><a href=""/ability/infiltrator"" title=""Passes through the foe's barrier and strikes."">Infiltrator</a> (hidden ability)</small><br/>",,,1
oddish, https://img.pokemondb.net/artwork/oddish.jpg,43," <a class=""type-icon type-grass"" href=""/type/grass"">Grass</a> <a class=""type-icon type-poison"" href=""/type/poison"">Poison</a> ", Weed Pokémon, 0.5 m (1′08″), 5.4 kg (11.9 lbs)," <span class=""text-muted"">1. <a href=""/ability/chlorophyll"" title=""Boosts the Pokémon's Speed in sunshine."">Chlorophyll</a></span><br/><small class=""text-muted""><a href=""/ability/run-away"" title=""Enables a sure getaway from wild Pokémon."">Run Away</a> (hidden ability)</small><br/>",,,6
gloom, https://img.pokemondb.net/artwork/gloom.jpg,44," <a class=""type-icon type-grass"" href=""/type/grass"">Grass</a> <a class=""type-icon type-poison"" href=""/type/poison"">Poison</a> ", Weed Pokémon, 0.8 m (2′07″), 8.6 kg (19.0 lbs)," <span class=""text-muted"">1. <a href=""/ability/chlorophyll"" title=""Boosts the Pokémon's Speed in sunshine."">Chlorophyll</a></span><br/><small class=""text-muted""><a href=""/ability/stench"" title=""The stench may cause the target to flinch."">Stench</a> (hidden ability)</small><br/>",,,4
vileplume, https://img.pokemondb.net/artwork/vileplume.jpg,45," <a class=""type-icon type-grass"" href=""/type/grass"">Grass</a> <a class=""type-icon type-poison"" href=""/type/poison"">Poison</a> ", Flower Pokémon, 1.2 m (3′11″), 18.6 kg (41.0 lbs)," <span class=""text-muted"">1. <a href=""/ability/chlorophyll"" title=""Boosts the Pokémon's Speed in sunshine."">Chlorophyll</a></span><br/><small class=""text-muted""><a href=""/ability/effect-spore"" title=""Contact may poison or cause paralysis or sleep."">Effect Spore</a> (hidden ability)</small><br/>",,,7
paras, https://img.pokemondb.net/artwork/paras.jpg,46," <a class=""type-icon type-bug"" href=""/type/bug"">Bug</a> <a class=""type-icon type-grass"" href=""/type/grass"">Grass</a> ", Mushroom Pokémon, 0.3 m (1′00″), 5.4 kg (11.9 lbs)," <span class=""text-muted"">1. <a href=""/ability/effect-spore"" title=""Contact may poison or cause paralysis or sleep."">Effect Spore</a></span><br/><span class=""text-muted"">2. <a href=""/ability/dry-skin"" title=""Reduces HP if it is hot. Water restores HP."">Dry Skin</a></span><br/><small class=""text-muted""><a href=""/ability/damp"" title=""Prevents the use of self-destructing moves."">Damp</a> (hidden ability)</small><br/>",,,8
parasect, https://img.pokemondb.net/artwork/parasect.jpg,47," <a class=""type-icon type-bug"" href=""/type/bug"">Bug</a> <a class=""type-icon type-grass"" href=""/type/grass"">Grass</a> ", Mushroom Pokémon, 1.0 m (3′03″), 29.5 kg (65.0 lbs)," <span class=""text-muted"">1. <a href=""/ability/effect-spore"" title=""Contact may poison or cause paralysis or sleep."">Effect Spore</a></span><br/><span class=""text-muted"">2. <a href=""/ability/dry-skin"" title=""Reduces HP if it is hot. Water restores HP."">Dry Skin</a></span><br/><small class=""text-muted""><a href=""/ability/damp"" title=""Prevents the use of self-destructing moves."">Damp</a> (hidden ability)</small><br/>",,,7
venonat, https://img.pokemondb.net/artwork/venonat.jpg,48," <a class=""type-icon type-bug"" href=""/type/bug"">Bug</a> <a class=""type-icon type-poison"" href=""/type/poison"">Poison</a> ", Insect Pokémon, 1.0 m (3′03″), 30.0 kg (66.1 lbs)," <span class=""text-muted"">1. <a href=""/ability/compound-eyes"" title=""The Pokémon's accuracy is boosted."">Compound Eyes</a></span><br/><span class=""text-muted"">2. <a href=""/ability/tinted-lens"" title=""Powers up “not very effective” moves."">Tinted Lens</a></span><br/><small class=""text-muted""><a href=""/ability/run-away"" title=""Enables a sure getaway from wild Pokémon."">Run Away</a> (hidden ability)</small><br/>",,,2
venomoth, https://img.pokemondb.net/artwork/venomoth.jpg,49," <a class=""type-icon type-bug"" href=""/type/bug"">Bug</a> <a class=""type-icon type-poison"" href=""/type/poison"">Poison</a> ", Poison Moth Pokémon, 1.5 m (4′11″), 12.5 kg (27.6 lbs)," <span class=""text-muted"">1. <a href=""/ability/shield-dust"" title=""Blocks the added effects of attacks taken."">Shield Dust</a></span><br/><span class=""text-muted"">2. <a href=""/ability/tinted-lens"" title=""Powers up “not very effective” moves."">Tinted Lens</a></span><br/><small class=""text-muted""><a href=""/ability/wonder-skin"" title=""Makes status-changing moves more likely to miss."">Wonder Skin</a> (hidden ability)</small><br/>",,,1
